Year,Adult Mortality,infant deaths,Alcohol,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,Population,Life expectancy 
2007,8,4,11.84,,1022,61.9,4,92,92,0.1,,79.5
2006,82,4,11.61,,764,61.3,4,92,92,0.1,,79.3
2005,82,4,12.05,,79,6.7,4,91,91,0.1,,79
2004,83,4,12.22,,189,6.1,4,92,92,0.1,,78.8
2003,86,4,11.85,,460,59.5,4,91,91,0.1,,78.3
2002,87,4,11.44,,314,58.8,4,91,91,0.1,,78.2
2001,88,4,10.91,,73,58.2,4,91,91,0.1,,78
2000,89,4,10.59,,104,57.5,5,91,91,0.1,,77.8
2015,279,85,,98,30,23.8,119,96,98,1.4,,61.8
2014,34,86,0.01,97,88,23.2,121,97,97,1.4,,67
2013,323,86,4.2,91,185,22.5,124,91,91,2.1,,59.7
2012,348,87,3.98,92,1668,21.9,126,9,92,2.4,,58.6
2011,348,88,4.04,9,1622,21.3,128,88,9,3.1,,58.3
2010,36,89,4.19,91,167,2.7,131,94,91,4.6,,57.5
2009,368,91,3.97,85,1574,2.2,135,88,85,6.4,,56.9
2008,376,92,3.44,86,3413,19.6,138,89,86,7.4,,56.2
2007,411,94,4.4,83,7726,19.1,141,88,83,8.5,,54.5
2006,437,96,4.07,9,2362,18.6,145,91,9,9.4,,53.1
2005,449,97,3.94,9,23,18.1,149,91,9,10,,52.2
2004,454,100,3.81,95,1419,17.7,154,95,95,10.8,,51.5
2003,459,103,2.34,95,1673,17.2,160,97,95,11.5,,58
2002,46,106,3.37,89,5131,16.8,166,91,89,12.1,,52
2001,46,110,4.09,,11847,16.4,173,65,87,12.5,,49.6
2000,457,114,3.89,,14649,16,181,64,79,12.8,,49.2
2015,13,23,,92,188,69.6,26,93,95,0.1,,79.3
2014,14,23,8.82,92,667,69.1,27,93,95,0.1,,79.1
2013,16,23,8.82,91,187,68.6,27,93,94,0.1,,78.9
2012,16,24,8.82,9,55,68,28,93,94,0.1,,78.8
2011,16,25,8.67,91,220,67.5,29,94,96,0.1,,78.7
2010,15,25,8.55,92,63,66.9,30,93,95,0.1,,78.7
2009,18,26,8.71,92,71,66.3,31,93,95,0.1,,78.5
2008,18,27,8.74,94,140,65.7,31,94,96,0.1,,78.2
2007,11,27,8.74,93,43,65.1,32,93,96,0.1,,78.1
2006,113,28,8.63,93,55,64.4,33,93,96,0.1,,77.8
2005,112,28,8.52,93,66,63.8,33,92,96,0.1,,77.5
2004,111,28,8.48,92,37,63.1,33,92,96,0.1,,77.5
2003,114,28,8.4,92,56,62.4,33,91,96,0.1,,77.2
2002,115,28,8.33,88,41,61.7,33,9,94,0.1,,77
2001,115,28,8.25,89,116,6.9,33,89,94,0.1,,76.9
2000,114,28,8.21,9,85,6.1,33,9,94,0.1,,76.8
2015,116,0,,95,0,64,0,95,95,0.1,3431552,77
2014,117,0,6.03,95,0,63.4,0,95,95,0.1,3419546,76.8
2013,117,0,5.82,94,0,62.9,0,94,94,0.1,3485,76.8
2012,118,0,5.77,95,0,62.3,0,95,95,0.1,3396777,76.5
2011,111,0,5.97,95,0,61.8,1,95,95,0.1,3385624,77
2010,118,0,6.21,95,0,61.2,1,95,95,0.1,3374415,76.3
2009,118,0,6.67,95,0,6.7,1,95,95,0.1,3362755,76.6
2008,119,1,6.76,94,0,6.1,1,94,94,0.1,335824,76.4
2007,124,1,6.67,94,0,59.5,1,94,94,0.1,3339741,75.4
2006,117,1,6.58,95,0,58.9,1,95,95,0.1,333143,76.2
2005,123,1,6.35,96,0,58.3,1,96,96,0.1,3325612,75.7
2004,122,1,5.66,94,0,57.7,1,95,94,0.1,332496,75.4
2003,121,1,5.11,91,0,57,1,91,91,0.1,3325637,75.4
2002,124,1,5.86,95,0,56.3,1,93,95,0.1,3327773,75.4
2001,123,1,6.48,94,0,55.7,1,94,94,0.1,332713,75.2
2000,131,1,6.65,92,0,55,1,92,9,0.1,3321245,75.1
2015,184,15,,99,22,44.7,17,99,99,0.1,312989,69.4
2014,184,16,0.01,99,8,43.9,18,99,99,0.1,37577,69.2
2013,185,17,0.01,99,0,43,19,99,99,0.1,32432,69.1
2012,184,18,0.01,99,0,42.2,21,99,99,0.1,297745,68.8
2011,183,19,2.83,99,476,41.4,22,99,99,0.1,293394,68.5
2010,183,20,2.73,99,117,4.7,23,99,99,0.2,285624,68.3
2009,183,21,2.56,98,0,4,24,99,98,0.2,277674,68
2008,184,22,2.36,91,2,39.3,25,98,98,0.3,27328,67.9
2007,184,22,2.15,99,863,38.7,26,98,96,0.3,26868,67.8
2006,185,23,1.96,98,823,38.1,27,94,96,0.4,2648825,67.6
2005,192,24,1.78,99,737,37.5,28,99,99,0.3,26167,67.3
2004,183,24,1.59,99,75,37,29,99,99,0.3,2586435,67.8
2003,183,25,1.54,99,85,36.4,30,99,98,0.3,2556765,67.2
2002,186,27,1.47,62,25,35.9,32,99,99,0.2,2527185,67.1
2001,185,28,1.53,,22,35.3,34,99,99,0.2,2496445,67.4
2000,189,30,1.6,,80,34.8,36,99,99,0.1,24654,67.1
2015,13,0,,64,39,53.3,0,65,64,0.1,26463,72
2014,134,0,0.01,64,10,52.5,0,65,64,0.1,25885,71.7
2013,135,0,0.01,64,0,51.7,0,65,64,0.1,253142,71.6
2012,138,0,0.01,64,0,5.8,0,65,64,0.1,247485,71.4
2011,141,0,0.85,63,0,49.9,0,65,65,0.1,241871,71.2
2010,145,0,0.91,62,0,49.1,0,66,65,0.1,236295,71
2009,149,0,0.83,62,0,48.2,0,66,66,0.1,23785,78
2008,153,0,1.18,61,0,47.4,0,66,67,0.1,22534,75
2007,157,0,1.01,6,0,46.6,0,67,67,0.1,219953,73
2006,161,0,1,59,0,45.7,0,67,68,0.1,214634,71
2005,165,0,0.88,61,3,44.9,0,67,68,0.1,2937,69.9
2004,169,0,0.85,63,0,44.1,0,67,69,0.1,24143,69.6
2003,173,0,1.2,64,165,43.3,0,67,69,0.1,198964,69.4
2002,176,0,1.24,66,101,42.6,0,67,7,0.1,193956,69.3
2001,179,0,0.91,68,7,41.9,0,67,7,0.1,18929,69.1
2000,18,0,1.21,7,9,41.1,0,67,71,0.1,18563,69
2015,157,9,,87,0,62.1,10,87,87,0.1,,74.1
2014,158,9,6.47,78,0,61.5,10,79,78,0.1,,73.9
2013,159,9,6.71,82,0,61,10,82,82,0.1,,73.8
2012,161,9,6.7,81,1,6.4,10,73,81,0.1,,73.7
2011,158,9,6.74,78,0,59.9,10,78,78,0.1,,73.8
2010,158,9,7.22,78,0,59.3,10,74,78,0.1,,73.7
2009,166,9,7.59,84,0,58.8,10,75,84,0.1,,73.6
2008,168,9,8.18,53,0,58.2,10,76,5,0.1,,73.2
2007,165,9,8.7,62,32,57.6,10,67,62,0.1,,73.4
2006,163,9,8.27,71,78,57.1,11,73,71,0.1,,73.6
2005,158,9,7.92,88,0,56.5,11,8,87,0.1,,73.6
2004,161,10,7.55,82,0,55.9,11,83,86,0.1,,73.3
2003,172,10,6.3,72,0,55.3,12,86,68,0.1,,72.4
2002,167,10,6.89,6,2392,54.7,12,81,65,0.1,,73.1
2001,169,10,8.05,53,115,54.1,12,87,7,0.1,,72.5
2000,168,11,8.01,5,22,53.4,13,86,77,0.1,,72.5
2015,127,28,,97,256,17.5,35,97,97,0.1,,76
2014,128,28,4.09,95,15033,16.7,35,96,95,0.1,,75.9
2013,129,28,4,59,1123,16,35,93,59,0.1,,75.7
2012,13,29,4.12,97,578,15.3,36,97,97,0.1,,75.6
2011,131,29,3.94,95,750,14.7,36,96,95,0.1,,75.4
2010,133,29,3.93,88,2809,14,35,94,93,0.1,,75.2
2009,134,29,3.86,94,6582,13.4,35,97,96,0.1,,75
2008,135,28,3.58,87,352,12.9,35,93,93,0.2,,74.9
2007,136,28,3.01,67,17,12.3,35,92,92,0.2,,74.7
2006,136,28,2.56,93,1978,11.8,35,94,94,0.2,,74.6
2005,136,29,2.7,94,410,11.3,36,94,95,0.2,,74.4
2004,136,29,2.86,94,217,1.9,36,96,96,0.2,,74.2
2003,137,30,2.19,78,2297,1.4,37,96,99,0.2,,74
2002,137,30,2.03,,6755,1,39,92,75,0.2,,73.8
2001,138,32,1.84,,12058,9.6,41,96,96,0.1,,73.6
2000,139,33,1.6,,16512,9.2,43,96,96,0.1,,73.4
2015,224,37,,69,468,41.3,47,63,69,0.1,,65.7
2014,228,37,0.01,73,815,4.4,47,67,73,0.1,,65.4
2013,226,36,0.04,73,400,39.6,46,67,73,0.1,,65.4
2012,236,36,0.04,67,2177,38.7,46,68,67,0.1,,64.7
2011,234,35,0.04,69,2676,37.9,45,69,69,0.1,,64.6
2010,233,35,0.06,76,510,37.2,45,77,76,0.1,,64.4
2009,235,36,0.03,76,130,36.4,46,76,76,0.1,,64.1
2008,238,37,0.04,78,7,35.7,47,78,78,0.1,,63.8
2007,24,38,0.05,79,13,35.1,49,79,79,0.1,,63.4
2006,242,39,0.04,78,8079,34.5,51,78,78,0.1,,63
2005,245,40,0.04,8,6285,33.9,53,8,79,0.1,,62.6
2004,247,42,0.06,43,12708,33.3,56,72,72,0.1,,62.2
2003,249,43,0.04,38,8536,32.7,58,61,61,0.1,,61.9
2002,25,45,0.07,31,890,32.2,61,64,65,0.1,,61.5
2001,251,46,0.08,19,485,31.7,63,73,73,0.1,,61.1
2000,252,48,0.07,14,0,31.2,66,74,74,0.1,,68
2015,33,27,,9,9,23.4,40,9,9,4.1,161587,61.8
2014,314,28,0.01,86,9,22.8,41,78,86,4.3,1562974,61.1
2013,328,29,2.41,79,35,22.3,42,74,79,4.8,1515321,63
2012,349,29,2.59,78,896,21.7,43,7,78,5.6,14699937,59.2
2011,366,29,2.57,81,13234,21.2,44,83,81,6.3,14264756,58.2
2010,363,30,2.47,83,15754,2.7,45,8,83,6.8,138533,58
2009,368,30,2.3,94,26,2.2,47,93,94,9.1,13456417,57.4
2008,45,31,2.12,87,140,19.7,49,9,87,11.9,1382517,55.7
2007,487,32,2.08,8,535,19.2,51,77,8,13.6,12725974,52.6
2006,526,33,2.25,81,459,18.8,52,83,81,15.9,12383446,58
2005,554,34,2.33,82,45,18.4,55,84,82,17,1252156,49.3
2004,578,36,2.46,,35,18,59,84,83,17.6,11731746,47.9
2003,64,39,2.33,,881,17.6,62,85,83,18.2,11421984,46.4
2002,69,41,2.44,,25036,17.3,66,85,84,18.4,111249,45.5
2001,611,43,2.61,,16997,17.1,70,86,85,18.6,1824125,44.6
2000,614,44,2.62,,30930,16.8,72,85,85,18.7,1531221,43.8
2015,336,22,,87,0,31.8,32,88,87,6.2,15777451,67
2014,371,23,6.5,91,0,31.3,34,92,91,6.3,15411675,59.2
2013,399,25,6.39,95,0,3.8,36,95,95,6.8,155456,58
2012,429,26,6.09,97,0,3.3,39,95,95,8.8,1471826,56.6
2011,464,28,6,94,0,29.9,42,93,93,13.3,14386649,54.9
2010,527,29,5.21,9,9696,29.4,44,89,89,15.7,1486317,52.4
2009,587,30,4.64,73,853,29,45,69,73,18.1,1381599,50
2008,632,30,3.56,75,0,28.6,46,75,75,20.5,13558469,48.2
2007,67,29,3.88,72,242,28.2,46,73,73,23.7,1332999,46.6
2006,7,28,4.57,68,212,27.9,45,71,7,26.8,13124267,45.4
2005,717,28,4.14,65,420,27.5,43,69,68,30.3,129432,44.6
2004,723,27,4.36,68,31,27.1,42,67,65,33.6,12777511,44.3
2003,715,26,4.06,7,998,26.7,41,7,68,36.7,12633897,44.5
2002,73,25,4.43,73,304,26.3,40,73,71,39.8,125525,44.8
2001,686,25,1.72,76,529,25.9,39,76,75,42.1,12366165,45.3
2000,665,24,1.68,79,1483,25.5,39,78,78,43.5,12222251,46
